"","Specie","Total_length","Estándar_length","Fork_length","Total_weight","Sex","Taxonomic_family"
"367","Mugil incilis",35.4,27,32.5,429,"Hembra","Mugilidae"
"368","Mugil incilis",27.2,21.8,25,174,"Hembra","Mugilidae"
"369","Caranx crysos",24.5,18.8,20.9,158,"Macho","Carangidae"
"370","Caranx crysos",27.2,21.2,23.3,225,"Macho","Carangidae"
"371","Caranx crysos",25.5,19.2,21.3,186,"Macho","Carangidae"
"372","Caranx crysos",25.2,19,21.5,181,"Hembra","Carangidae"
"373","Caranx crysos",26.5,20.3,22.5,205,"Macho","Carangidae"
"374","Caranx crysos",27,21,23.2,222,"Macho","Carangidae"
"375","Mugil incilis",36.3,28.3,33.3,410,"Hembra","Mugilidae"
"376","Mugil incilis",32.4,25,30,284,"Hembra","Mugilidae"
"377","Mugil incilis",24,19.3,21.9,123,"Hembra","Mugilidae"
"378","Mugil incilis",22.8,18.4,21,109,"Hembra","Mugilidae"
"379","Mugil incilis",43.8,33.5,40,627,"Hembra","Mugilidae"
"380","Mugil incilis",31.8,24.7,29,280,"Macho","Mugilidae"
"381","Mugil incilis",34.4,26.5,31.4,315,"Hembra","Mugilidae"
"382","Mugil incilis",31.9,24.5,29,268,"Hembra","Mugilidae"
"383","Mugil incilis",40,31.2,37,543,"Hembra","Mugilidae"
"384","Mugil incilis",30.7,23.3,28.2,236,"Hembra","Mugilidae"
"385","Mugil incilis",30,24.3,27.8,239,"Hembra","Mugilidae"
"386","Mugil incilis",29.8,22.5,27.3,262,"Hembra","Mugilidae"
"387","Mugil incilis",31.8,24.6,29.4,314,"Hembra","Mugilidae"
"388","Mugil incilis",32,24.5,29,308,"Macho","Mugilidae"
"389","Mugil incilis",29.9,24,26.9,207,"Macho","Mugilidae"
"390","Mugil incilis",31.8,24.8,29.5,320,"Macho","Mugilidae"
"391","Mugil incilis",30.2,22.7,27.7,238,"Macho","Mugilidae"
"392","Mugil incilis",32,25.8,28.8,236,"Macho","Mugilidae"
"393","Mugil incilis",29.9,23,27.3,215,"Macho","Mugilidae"
"394","Mugil incilis",31.4,24.6,28.3,269,"Hembra","Mugilidae"
"395","Mugil incilis",33.4,25.8,30.5,300,"Macho","Mugilidae"
"396","Mugil incilis",29.7,22.2,26.8,251,"Macho","Mugilidae"
"397","Mugil incilis",28.9,22.7,26.4,200,"Macho","Mugilidae"
"398","Mugil incilis",33.3,25.5,30,280,"Hembra","Mugilidae"
"399","Mugil incilis",26.4,21.3,24.1,147,"Macho","Mugilidae"
"400","Mugil incilis",32.8,25.2,30,264,"Hembra","Mugilidae"
"401","Mugil incilis",33.7,27.4,30.9,286,"Hembra","Mugilidae"
"402","Mugil incilis",28.3,21,25.4,151,"Macho","Mugilidae"
"403","Mugil incilis",32,24.4,29.2,233,"Hembra","Mugilidae"
"404","Eugerres plumieri",21.5,15.6,17.6,146,"Macho","Gerreidae"
"405","Mugil incilis",34,26,31,279,"Hembra","Mugilidae"
"406","Mugil incilis",29.3,24.1,27.6,225,"Hembra","Mugilidae"
"407","Mugil incilis",31.9,25.5,29.1,245,"Hembra","Mugilidae"
"408","Mugil incilis",21,17,19.5,91,"Macho","Mugilidae"
"409","Mugil incilis",21.1,17.1,19.5,70,"Macho","Mugilidae"
"410","Caranx crysos",27.7,21.2,23.5,219,"Macho","Carangidae"
"411","Caranx crysos",29.9,23,25.3,278,"Macho","Carangidae"
"412","Caranx crysos",29.8,22.5,25,281,"Macho","Carangidae"
"413","Lutjanus synagris",26.7,21.4,25.1,271,"Macho","Lutjanidae"
"414","Mugil incilis",32.5,26.2,29.9,252,"Hembra","Mugilidae"
"415","Mugil incilis",32.8,26.1,30.2,278,"Hembra","Mugilidae"
"416","Mugil incilis",31.4,24,28.5,240,"Macho","Mugilidae"
"417","Mugil incilis",35,26.8,31.7,328,"Hembra","Mugilidae"
"418","Mugil incilis",21,17.1,19.5,85,"Hembra","Mugilidae"
"419","Mugil incilis",23.1,18.5,21,90,"Hembra","Mugilidae"
"420","Mugil incilis",19.2,15.8,17.9,69,"Hembra","Mugilidae"
"421","Eugerres plumieri",16.6,12.1,13.6,66,"Hembra","Gerreidae"
"422","Eugerres plumieri",16.2,11.8,13.2,54,"Macho","Gerreidae"
"423","Mugil incilis",25.5,19.5,23.3,152,"Hembra","Mugilidae"
"424","Mugil incilis",30.7,25.2,27.9,227,"Macho","Mugilidae"
"425","Caranx crysos",27.3,20.8,23.5,240,"Macho","Carangidae"
"426","Mugil incilis",30.6,23.5,28,220,"Macho","Mugilidae"
"427","Mugil incilis",30.4,24.8,28,220,"Macho","Mugilidae"
"428","Mugil incilis",30.3,23,27.7,208,"Hembra","Mugilidae"
"429","Mugil incilis",33.8,26,31,300,"Macho","Mugilidae"
"430","Caranx crysos",27.4,21.5,23.9,242,"Hembra","Carangidae"
"431","Caranx crysos",28.5,22.4,24.5,271,"Macho","Carangidae"
"432","Caranx crysos",29.2,22.5,25,295,"Macho","Carangidae"
"433","Caranx crysos",30.4,23.7,26.5,362,"Hembra","Carangidae"
"434","Caranx crysos",27.5,21.3,23.8,212,"Hembra","Carangidae"
"435","Caranx crysos",28.4,21.9,24.3,291,"Hembra","Carangidae"
"436","Caranx crysos",25.2,19.2,21.4,175,"Hembra","Carangidae"
"437","Caranx crysos",28.6,21.8,24.3,262,"Hembra","Carangidae"
"438","Caranx crysos",29.2,22.3,25,304,"Hembra","Carangidae"
"439","Mugil incilis",27.9,22.3,25.7,179,"Hembra","Mugilidae"
"440","Mugil incilis",25.3,20.8,23.7,138,"Hembra","Mugilidae"
"441","Mugil incilis",31.8,25.7,29.3,240,"Macho","Mugilidae"
"442","Mugil incilis",36.4,29.4,33.1,435,"Hembra","Mugilidae"
"443","Caranx crysos",20.1,15.1,17.3,109,"Macho","Carangidae"
"444","Mugil incilis",33,26.1,30,250,"Hembra","Mugilidae"
"445","Caranx crysos",27.1,21,23.4,224,"Hembra","Carangidae"
"446","Caranx crysos",30.2,23.6,26.2,320,"Macho","Carangidae"
"447","Caranx crysos",28.1,22,24.3,272,"Macho","Carangidae"
"448","Caranx crysos",25.7,19.8,22.1,197,"Hembra","Carangidae"
"449","Caranx crysos",29.7,23,25.5,315,"Hembra","Carangidae"
"450","Mugil incilis",24,19.7,22.4,123,"Hembra","Mugilidae"
"451","Mugil incilis",23.8,19.5,22.3,136,"Hembra","Mugilidae"
"452","Mugil incilis",18,14.7,16.7,54,"Hembra","Mugilidae"
"453","Eugerres plumieri",20,16,18.4,56,"Hembra","Gerreidae"
"454","Mugil incilis",33.6,26,30.7,300,"Hembra","Mugilidae"
"455","Mugil incilis",29.7,22.8,26.8,202,"Macho","Mugilidae"
"456","Mugil incilis",36,29,32.8,301,"Hembra","Mugilidae"
"457","Mugil incilis",31.2,25.1,28.7,231,"Hembra","Mugilidae"
"458","Mugil incilis",33,26.8,30.2,257,"Macho","Mugilidae"
"459","Mugil incilis",18.6,15,17.2,53,"Hembra","Mugilidae"
"460","Mugil incilis",19.4,15.7,17.7,57,"Macho","Mugilidae"
"461","Mugil incilis",16.9,13.6,15.5,39,"Hembra","Mugilidae"
"462","Mugil incilis",19,15.1,17.3,57,"Hembra","Mugilidae"
"463","Mugil incilis",36.3,29.5,33.1,353,"Hembra","Mugilidae"
"464","Mugil incilis",31,25.2,28.5,268,"Hembra","Mugilidae"
"465","Mugil incilis",32.2,24.8,29.3,267,"Macho","Mugilidae"
"466","Mugil incilis",34.3,26.2,31,298,"Hembra","Mugilidae"
"467","Mugil incilis",31.2,25.3,28.6,266,"Hembra","Mugilidae"
"468","Caranx crysos",28.4,21.5,24.1,262,"Macho","Carangidae"
"469","Caranx crysos",28.4,22,24.4,256,"Macho","Carangidae"
"470","Caranx crysos",26.3,19.9,22.3,212,"Hembra","Carangidae"
"471","Caranx crysos",26.2,20.3,22.4,208,"Macho","Carangidae"
"472","Eugerres plumieri",15.1,11.4,12.7,40,"Hembra","Gerreidae"
"473","Mugil incilis",23.6,18.4,21,93,"Hembra","Mugilidae"
"474","Mugil incilis",22.2,18.1,20.5,104,"Hembra","Mugilidae"
"475","Mugil incilis",22.3,17.8,20.2,88,"Macho","Mugilidae"
"476","Mugil incilis",20.2,16.1,18.4,63,"Hembra","Mugilidae"
"477","Mugil incilis",33,25.3,30,272,"Macho","Mugilidae"
"478","Mugil incilis",33,25.2,30,296,"Hembra","Mugilidae"
"479","Mugil incilis",29.3,23.5,26.5,170,"Hembra","Mugilidae"
"480","Mugil incilis",38.9,33,36,570,"Hembra","Mugilidae"
"481","Mugil incilis",22.7,18.2,20.8,85,"Hembra","Mugilidae"
"482","Mugil incilis",20.3,16.3,18.5,73,"Hembra","Mugilidae"
"483","Mugil incilis",19,15.4,17.5,62,"Hembra","Mugilidae"
"484","Mugil incilis",18.9,15.4,17.4,56,"Hembra","Mugilidae"
"485","Mugil incilis",17.6,14.2,16.3,47,"Hembra","Mugilidae"
"486","Mugil incilis",18,14.5,16.5,51,"Hembra","Mugilidae"
"487","Mugil incilis",43,33,39,548,"Hembra","Mugilidae"
"488","Mugil incilis",40.7,31.5,37.8,456,"Hembra","Mugilidae"
"489","Mugil incilis",33,25.4,30,300,"Macho","Mugilidae"
"490","Mugil incilis",30.6,24.6,28.1,211,"Macho","Mugilidae"
"491","Mugil incilis",35.2,28,31.8,263,"Hembra","Mugilidae"
"492","Mugil incilis",34.1,27.2,31,259,"Hembra","Mugilidae"
"493","Lutjanus synagris",19,14.6,17.5,95,"Macho","Lutjanidae"
"494","Mugil incilis",32,25.6,29.1,241,"Hembra","Mugilidae"
"495","Mugil incilis",28.7,22,26,190,"Macho","Mugilidae"
"496","Mugil incilis",27,21,25,176,"Hembra","Mugilidae"
"497","Mugil incilis",39,30.9,35.8,418,"Hembra","Mugilidae"
"498","Mugil incilis",34.4,26.4,31.4,302,"Hembra","Mugilidae"
"499","Mugil incilis",32.5,25,29.3,280,"Macho","Mugilidae"
"500","Mugil incilis",34.7,26.8,31.8,379,"Hembra","Mugilidae"
"501","Mugil incilis",29.6,22.5,26.7,171,"Hembra","Mugilidae"
"502","Caranx crysos",32,24.4,26.9,395,"Hembra","Carangidae"
"503","Mugil incilis",29.3,22.5,26.8,200,"Hembra","Mugilidae"
"504","Mugil incilis",31,23,27.7,230,"Macho","Mugilidae"
"505","Lutjanus synagris",27.2,21.5,25.2,293,"Hembra","Lutjanidae"
"506","Mugil incilis",31.5,25.5,28.8,279,"Hembra","Mugilidae"
"507","Caranx crysos",28.7,21.8,24.2,264,"Hembra","Carangidae"
"508","Caranx crysos",25.5,19.3,21.4,185,"Macho","Carangidae"
"509","Caranx crysos",27.5,21.2,23.5,238,"Hembra","Carangidae"
"510","Mugil incilis",34,26,30.6,300,"Macho","Mugilidae"
"511","Mugil incilis",22.3,18.6,21,115,"Hembra","Mugilidae"
"512","Mugil incilis",32.2,25.4,29.3,280,"Macho","Mugilidae"
"513","Mugil incilis",33.3,26.8,30.7,257,"Hembra","Mugilidae"
"514","Mugil incilis",33.2,26.6,30.7,300,"Hembra","Mugilidae"
"515","Mugil incilis",35.3,28.5,32.8,347,"Hembra","Mugilidae"
"516","Mugil incilis",36.1,28.3,32.6,347,"Hembra","Mugilidae"
"517","Mugil incilis",32.6,26.3,30.1,310,"Hembra","Mugilidae"
"518","Lutjanus synagris",26.1,20.9,24.1,257,"Macho","Lutjanidae"
"519","Lutjanus synagris",26.5,21,24.8,266,"Macho","Lutjanidae"
"520","Lutjanus synagris",22.1,17.5,20.4,157,"Macho","Lutjanidae"
"521","Mugil incilis",29.9,23,27.5,205,"Macho","Mugilidae"
"522","Caranx crysos",23.2,17.5,19.7,142,"Macho","Carangidae"
"523","Caranx crysos",22.1,17.2,19.3,139,"Macho","Carangidae"
"524","Caranx crysos",22.6,17.1,19.4,129,"Hembra","Carangidae"
"525","Caranx crysos",32.7,25,27.8,420,"Hembra","Carangidae"
"526","Mugil incilis",19.6,15.6,17.9,65,"Hembra","Mugilidae"
"527","Mugil incilis",19.1,15.3,17.5,70,"Hembra","Mugilidae"
"528","Mugil incilis",34,26,31.2,310,"Hembra","Mugilidae"
"529","Mugil incilis",35.9,27.3,32.4,309,"Hembra","Mugilidae"
"530","Mugil incilis",34.6,26.5,31.3,304,"Hembra","Mugilidae"
"531","Mugil incilis",28.7,23.1,26.3,170,"Macho","Mugilidae"
"532","Mugil incilis",25.5,20.6,23.5,127,"Hembra","Mugilidae"
"533","Mugil incilis",19.6,16,18.1,69,"Hembra","Mugilidae"
"534","Mugil incilis",35,28.8,32.1,258,"Hembra","Mugilidae"
"535","Mugil incilis",32.3,26.1,29.4,225,"Macho","Mugilidae"
"536","Mugil incilis",29.5,23.8,26.7,220,"Macho","Mugilidae"
"537","Mugil incilis",31,24.8,28.3,241,"Hembra","Mugilidae"
"538","Mugil incilis",29.7,22.5,26.6,209,"Hembra","Mugilidae"
"539","Mugil incilis",29.9,23.3,26.8,181,"Macho","Mugilidae"
"540","Mugil incilis",35.4,28.9,32.7,343,"Hembra","Mugilidae"
"541","Mugil incilis",36.1,29.2,33,365,"Hembra","Mugilidae"
"542","Mugil incilis",34,26,31,315,"Hembra","Mugilidae"
"543","Mugil incilis",33,25,29.8,258,"Hembra","Mugilidae"
"544","Mugil incilis",33.8,26.3,30.8,276,"Hembra","Mugilidae"
"545","Mugil incilis",33.9,26,30.5,276,"Hembra","Mugilidae"
"546","Lutjanus synagris",28.2,21.7,25.8,282,"Hembra","Lutjanidae"
"547","Mugil incilis",29.7,23.7,27.2,143,"Macho","Mugilidae"
"548","Mugil incilis",31.3,25.2,28.5,216,"Macho","Mugilidae"
"549","Mugil incilis",29.8,23.8,27.3,150,"Hembra","Mugilidae"
"550","Mugil incilis",33.8,26,30.5,295,"Macho","Mugilidae"
"551","Mugil incilis",36.1,27.6,32.6,357,"Hembra","Mugilidae"
"552","Lutjanus synagris",21,17,20.6,140,"Hembra","Lutjanidae"
"553","Lutjanus synagris",20.9,16.4,19.5,122,"Hembra","Lutjanidae"
"554","Lutjanus synagris",19,14.9,17.8,107,"Macho","Lutjanidae"
"555","Lutjanus synagris",21.9,17.5,20.6,135,"Hembra","Lutjanidae"
"556","Lutjanus synagris",21.5,17.2,20.5,141,"Macho","Lutjanidae"
"557","Lutjanus synagris",22.2,17.9,20.8,170,"Hembra","Lutjanidae"
"558","Mugil incilis",28.8,22.6,26.3,189,"Hembra","Mugilidae"
"559","Lutjanus synagris",26.8,21.1,25.2,253,"Hembra","Lutjanidae"
"560","Lutjanus synagris",25.3,20.3,24,240,"Macho","Lutjanidae"
"561","Lutjanus synagris",22.6,17.5,20.8,148,"Macho","Lutjanidae"
"562","Mugil incilis",36.2,28.6,32.8,271,"Macho","Mugilidae"
"563","Mugil incilis",31.2,24.2,28.5,250,"Macho","Mugilidae"
"564","Mugil incilis",37.5,28.8,34,411,"Hembra","Mugilidae"
"565","Mugil incilis",34.2,27.2,31,270,"Hembra","Mugilidae"
"566","Mugil incilis",35.6,28.3,32.6,294,"Macho","Mugilidae"
"567","Mugil incilis",28,21.4,25.5,202,"Hembra","Mugilidae"
"568","Mugil incilis",34,26.6,30.6,257,"Macho","Mugilidae"
"569","Mugil incilis",29.8,22.5,27.2,223,"Hembra","Mugilidae"
"570","Mugil incilis",25.8,20.4,23.7,147,"Macho","Mugilidae"
"571","Mugil incilis",32.8,25.9,29.8,253,"Hembra","Mugilidae"
"572","Mugil incilis",30,22.6,27.2,236,"Macho","Mugilidae"
"573","Mugil incilis",30.6,23.4,27.6,258,"Hembra","Mugilidae"
"574","Mugil incilis",32.7,25.4,29.7,300,"Hembra","Mugilidae"
"575","Mugil incilis",39.4,29.5,35.6,507,"Hembra","Mugilidae"
"576","Mugil incilis",42.5,33,39,540,"Hembra","Mugilidae"
"577","Mugil incilis",40.6,31.3,37.2,492,"Hembra","Mugilidae"
"578","Mugil incilis",33.6,27,30.8,320,"Hembra","Mugilidae"
"579","Caranx crysos",26.8,20.8,22.7,221,"Macho","Carangidae"
"580","Caranx crysos",26.6,20.5,22.6,220,"Macho","Carangidae"
"581","Caranx crysos",28.3,21.6,24.7,261,"Macho","Carangidae"
"582","Mugil incilis",36.1,28.5,33.1,334,"Hembra","Mugilidae"
"583","Caranx crysos",27.6,21.4,23.6,233,"Macho","Carangidae"
"584","Caranx crysos",29.2,22.5,24.6,290,"Macho","Carangidae"
"585","Caranx crysos",26.8,20.7,22.7,216,"Macho","Carangidae"
"586","Caranx crysos",27.8,21.4,23.6,239,"Hembra","Carangidae"
"587","Caranx crysos",28.8,22.2,25.4,273,"Hembra","Carangidae"
"588","Caranx crysos",31.3,24.6,26.5,335,"Macho","Carangidae"
"589","Mugil incilis",31.9,25.7,29.1,240,"Macho","Mugilidae"
"590","Mugil incilis",41,31.7,37.7,515,"Hembra","Mugilidae"
"591","Mugil incilis",40.8,31.5,37,555,"Hembra","Mugilidae"
"592","Mugil incilis",22.4,18,20.5,98,"Macho","Mugilidae"
"593","Mugil incilis",20.1,15.9,18.2,74,"Hembra","Mugilidae"
"594","Lutjanus synagris",19.5,15.5,18.5,100,"Macho","Lutjanidae"
"595","Lutjanus synagris",20,16,18.8,111,"Macho","Lutjanidae"
"596","Mugil incilis",32,25.4,29.5,230,"Macho","Mugilidae"
"597","Mugil incilis",30.4,24.2,27.4,212,"Macho","Mugilidae"
"598","Mugil incilis",31.8,25.2,28.8,235,"Macho","Mugilidae"
"599","Mugil incilis",31,24,28,224,"Hembra","Mugilidae"
"600","Eugerres plumieri",20.2,15,16.3,111,"Hembra","Gerreidae"
"601","Eugerres plumieri",23.5,17.5,19.2,191,"Hembra","Gerreidae"
"602","Eugerres plumieri",19.8,14.5,16,121,"Hembra","Gerreidae"
"603","Eugerres plumieri",20.5,14.8,16.5,125,"Hembra","Gerreidae"
"604","Mugil incilis",33.7,26,30.5,310,"Macho","Mugilidae"
"605","Caranx crysos",25.2,19.5,21.2,171,"Macho","Carangidae"
"606","Caranx crysos",26.7,20.5,22.6,198,"Hembra","Carangidae"
"607","Caranx crysos",26.7,20.6,22.8,206,"Hembra","Carangidae"
"608","Caranx crysos",27.6,20.8,23,213,"Hembra","Carangidae"
"609","Mugil incilis",37.2,29.8,34,391,"Hembra","Mugilidae"
"610","Lutjanus synagris",22.4,18,20.8,156,"Hembra","Lutjanidae"
"611","Lutjanus synagris",19.7,15.6,18.5,95,"Hembra","Lutjanidae"
"612","Lutjanus synagris",19.7,15.5,18.5,95,"Hembra","Lutjanidae"
"613","Lutjanus synagris",20.4,16.5,19.3,109,"Macho","Lutjanidae"
"614","Mugil incilis",32.3,25,29.4,282,"Hembra","Mugilidae"
"615","Mugil incilis",37.7,30.5,34.4,339,"Macho","Mugilidae"
"616","Mugil incilis",36.6,29.9,33.7,384,"Hembra","Mugilidae"
"617","Mugil incilis",36.9,30,33.9,339,"Macho","Mugilidae"
"618","Eugerres plumieri",20.6,15.4,16.3,129,"Macho","Gerreidae"
"619","Eugerres plumieri",21.2,15.8,17.5,138,"Macho","Gerreidae"
"620","Caranx crysos",23.5,18.2,20.2,144,"Macho","Carangidae"
"621","Caranx crysos",25.4,19.5,21.8,183,"Hembra","Carangidae"
"622","Mugil incilis",31.2,25.1,28.7,257,"Hembra","Mugilidae"
"623","Mugil incilis",33.8,26.8,30.9,288,"Hembra","Mugilidae"
"624","Lutjanus synagris",21,16.5,19.6,128,"Macho","Lutjanidae"
"625","Mugil incilis",32.3,25.6,29.4,237,"Hembra","Mugilidae"
"626","Mugil incilis",29.3,22.2,26.5,211,"Macho","Mugilidae"
"627","Eugerres plumieri",24,18.5,20,236,"Hembra","Gerreidae"
"628","Eugerres plumieri",22.7,16.7,18.7,175,"Hembra","Gerreidae"
"629","Eugerres plumieri",21.8,16.8,17.7,161,"Hembra","Gerreidae"
"630","Eugerres plumieri",20,14.8,16.2,119,"Macho","Gerreidae"
"631","Mugil incilis",37,29.3,34.2,308,"Hembra","Mugilidae"
"632","Mugil incilis",32.2,25.2,29.4,277,"Macho","Mugilidae"
"633","Mugil incilis",33.7,26,30,308,"Hembra","Mugilidae"
"634","Mugil incilis",30.3,23,27.4,238,"Macho","Mugilidae"
"635","Mugil incilis",37.3,28.4,33.8,380,"Macho","Mugilidae"
"636","Mugil incilis",28.2,22.4,25.5,161,"Macho","Mugilidae"
"637","Mugil incilis",33.7,25.5,30.5,294,"Macho","Mugilidae"
"638","Mugil incilis",35.9,28,32.7,401,"Hembra","Mugilidae"
"639","Mugil incilis",34.7,26.4,31.5,355,"Hembra","Mugilidae"
"640","Mugil incilis",33.9,25.7,30.7,323,"Macho","Mugilidae"
"641","Mugil incilis",44.7,34.5,41,727,"Hembra","Mugilidae"
"642","Lutjanus synagris",25.4,20.2,24,222,"Macho","Lutjanidae"
"643","Lutjanus synagris",19.3,15.2,18.1,99,"Macho","Lutjanidae"
"644","Mugil incilis",34.4,26.4,31.4,308,"Macho","Mugilidae"
"645","Mugil incilis",33.6,25.8,30.5,348,"Hembra","Mugilidae"
"646","Mugil incilis",33,25.5,30,313,"Macho","Mugilidae"
"647","Mugil incilis",41,30.5,36.7,528,"Hembra","Mugilidae"
"648","Mugil incilis",40,30,36,528,"Hembra","Mugilidae"
"649","Mugil incilis",39.7,30.4,36.2,478,"Hembra","Mugilidae"
"650","Mugil incilis",38.9,31,35,450,"Hembra","Mugilidae"
"651","Lutjanus synagris",18.9,14.9,17.5,91,"Hembra","Lutjanidae"
"652","Lutjanus synagris",20.6,16,19.4,116,"Hembra","Lutjanidae"
"653","Mugil incilis",34.8,28.1,31.7,284,"Macho","Mugilidae"
"654","Mugil incilis",31.7,25.1,29.2,238,"Hembra","Mugilidae"
"655","Mugil incilis",36.2,28.4,33,364,"Hembra","Mugilidae"
"656","Mugil incilis",28,22.3,25.8,186,"Hembra","Mugilidae"
"657","Mugil incilis",31,23.5,27.6,246,"Hembra","Mugilidae"
"658","Mugil incilis",37.8,31.2,34.5,436,"Hembra","Mugilidae"
"659","Mugil incilis",33.1,26.3,29.7,263,"Hembra","Mugilidae"
"660","Mugil incilis",36.3,29.4,33.2,381,"Hembra","Mugilidae"
"661","Mugil incilis",31.5,24,28.5,259,"Hembra","Mugilidae"
"662","Lutjanus synagris",20.2,16.2,19.3,112,"Hembra","Lutjanidae"
"663","Lutjanus synagris",19.7,15.5,18.2,100,"Hembra","Lutjanidae"
"664","Mugil incilis",30.5,25.1,28.4,283,"Macho","Mugilidae"
"665","Mugil incilis",24.5,18.8,21.9,130,"Hembra","Mugilidae"
"666","Mugil incilis",36.5,28.2,33.2,431,"Hembra","Mugilidae"
"667","Mugil incilis",34.3,27.2,31,265,"Macho","Mugilidae"
"668","Mugil incilis",30,23.2,27.6,244,"Macho","Mugilidae"
"669","Mugil incilis",35.4,27.5,32.3,389,"Hembra","Mugilidae"
"670","Mugil incilis",35.3,28.2,32.1,344,"Macho","Mugilidae"
"671","Mugil incilis",36.6,28.3,33.2,362,"Hembra","Mugilidae"
"672","Mugil incilis",32.3,25.7,29.3,268,"Macho","Mugilidae"
"673","Mugil incilis",44,34,40,604,"Hembra","Mugilidae"
"674","Mugil incilis",41.5,31.5,37.5,528,"Hembra","Mugilidae"
"675","Mugil incilis",43,33.3,39.3,615,"Hembra","Mugilidae"
"676","Mugil incilis",44,34.4,40,690,"Hembra","Mugilidae"
"677","Mugil incilis",20.7,16.8,19,80,"Hembra","Mugilidae"
"678","Mugil incilis",19,15.2,17.4,68,"Hembra","Mugilidae"
"679","Lutjanus synagris",24.2,20.2,22.8,210,"Hembra","Lutjanidae"
"680","Lutjanus synagris",24.5,19.7,22.5,208,"Hembra","Lutjanidae"
"681","Lutjanus synagris",25.3,20.8,24.1,227,"Macho","Lutjanidae"
"682","Lutjanus synagris",21.8,16.5,20.2,128,"Macho","Lutjanidae"
"683","Lutjanus synagris",23.1,18.6,22,196,"Hembra","Lutjanidae"
"684","Lutjanus synagris",20.5,16.2,19.5,118,"Macho","Lutjanidae"
"685","Lutjanus synagris",22.2,17.8,21.3,161,"Hembra","Lutjanidae"
"686","Mugil incilis",37.2,28.5,34,400,"Hembra","Mugilidae"
"687","Mugil incilis",37.1,29.4,33.7,401,"Hembra","Mugilidae"
"688","Mugil incilis",34.2,27.3,31.1,263,"Hembra","Mugilidae"
"689","Mugil incilis",33.8,26.3,31.5,339,"Macho","Mugilidae"
"690","Mugil incilis",34.6,27,32,310,"Hembra","Mugilidae"
"691","Mugil incilis",31.9,24,29,298,"Macho","Mugilidae"
"692","Mugil incilis",35.8,28.3,32.5,305,"Hembra","Mugilidae"
"693","Mugil incilis",35.7,29,32.7,328,"Hembra","Mugilidae"
"694","Mugil incilis",31.3,25.2,28.5,213,"Hembra","Mugilidae"
"695","Mugil incilis",32.6,25.9,29.3,253,"Hembra","Mugilidae"
"696","Mugil incilis",33.7,26.3,30.5,290,"Macho","Mugilidae"
"697","Mugil incilis",31.9,25.4,28.8,242,"Macho","Mugilidae"
"698","Mugil incilis",31.6,24.8,28.9,240,"Macho","Mugilidae"
"699","Mugil incilis",35.4,27,32,397,"Hembra","Mugilidae"
"700","Mugil incilis",31.8,24,28.2,251,"Hembra","Mugilidae"
"701","Mugil incilis",29.8,23,27,241,"Macho","Mugilidae"
"702","Mugil incilis",36.7,28,33.5,405,"Hembra","Mugilidae"
"703","Mugil incilis",34.5,27.8,31.5,304,"Macho","Mugilidae"
"704","Mugil incilis",34.7,28.6,32,283,"Hembra","Mugilidae"
"705","Mugil incilis",35.9,29.3,33,304,"Hembra","Mugilidae"
"706","Mugil incilis",23.7,19.1,21.6,112,"Hembra","Mugilidae"
"707","Mugil incilis",22.1,17.5,20.1,96,"Hembra","Mugilidae"
"708","Mugil incilis",25.5,20.6,23.5,134,"Hembra","Mugilidae"
"709","Mugil incilis",22,17.7,20.3,101,"Hembra","Mugilidae"
"710","Mugil incilis",21.6,17.5,19.6,98,"Hembra","Mugilidae"
"711","Mugil incilis",22.9,18.4,21,109,"Macho","Mugilidae"
"712","Mugil incilis",23,18.5,21,101,"Hembra","Mugilidae"
"713","Mugil incilis",33.2,26.5,30.2,293,"Hembra","Mugilidae"
"714","Mugil incilis",38.2,30.2,34.8,427,"Hembra","Mugilidae"
"715","Mugil incilis",38.6,30.5,35,426,"Hembra","Mugilidae"
"716","Lutjanus synagris",21,16.6,19.6,130,"Hembra","Lutjanidae"
"717","Lutjanus synagris",24,16.4,19,207,"Hembra","Lutjanidae"
"718","Lutjanus synagris",20.2,16,18,116,"Macho","Lutjanidae"
"719","Lutjanus synagris",20,16,18.8,115,"Hembra","Lutjanidae"
"720","Mugil incilis",32,25,29.5,295,"Macho","Mugilidae"
"721","Mugil incilis",31.4,25.3,28.6,220,"Macho","Mugilidae"
"722","Mugil incilis",37.5,30,33.8,372,"Macho","Mugilidae"
"723","Mugil incilis",31.7,24,29,282,"Hembra","Mugilidae"
"724","Mugil incilis",30,23,27.3,211,"Hembra","Mugilidae"
"725","Mugil incilis",33,25.7,30.5,300,"Hembra","Mugilidae"
"726","Mugil incilis",29.7,22.7,27,229,"Macho","Mugilidae"
"727","Mugil incilis",34.3,27.1,31.6,280,"Hembra","Mugilidae"
"728","Mugil incilis",33.4,26.8,30.5,307,"Macho","Mugilidae"
"729","Mugil incilis",35.5,28.9,32.1,300,"Macho","Mugilidae"
"730","Mugil incilis",32.3,25.1,29.6,280,"Macho","Mugilidae"
"731","Caranx crysos",25.5,19.1,21.2,166,"Hembra","Carangidae"
"732","Mugil incilis",28,22.5,25.7,183,"Hembra","Mugilidae"
"733","Mugil incilis",22.2,17.9,20.5,95,"Hembra","Mugilidae"
"734","Mugil incilis",28,22.6,25.6,182,"Hembra","Mugilidae"
